Ticker;SimFinId;Currency;Fiscal Year;Fiscal Period;Report Date;Publish Date;Restated Date;Shares (Basic);Shares (Diluted);Net Income/Starting Line;Depreciation & Amortization;Non-Cash Items;Change in Working Capital;Change in Accounts Receivable;Change in Inventories;Change in Accounts Payable;Change in Other;Net Cash from Operating Activities;Change in Fixed Assets & Intangibles;Net Change in Long Term Investment;Net Cash from Acquisitions & Divestitures;Net Cash from Investing Activities;Dividends Paid;Cash from (Repayment of) Debt;Cash from (Repurchase of) Equity;Net Cash from Financing Activities;Net Change in Cash
TAYD;338837;USD;2022;FY;2022-05-31;2022-08-19;2023-08-15;3490213;3491887;2239423;1347442;315248;-598409;;;;;3303704;-1384077;;;-1384515;;;16245;16245;1935434
TA_delisted;133962;USD;2018;FY;2018-12-31;2019-02-26;2019-02-26;38244000;38244000;-2773000;83179000;5162000;-12310000;;;;;81606000;-88952000;;-13341000;-111197000;;310496000;-1744000;308094000;278305000
TA_delisted;133962;USD;2019;FY;2019-12-31;2020-02-25;2021-02-26;7783000;7783000;33469000;100260000;-6630000;-44632000;;;;;82467000;-390673000;;;-386417000;;7900000;;6673000;-297181000
TA_delisted;133962;USD;2020;FY;2020-12-31;2021-02-26;2023-03-01;10961000;10961000;-14904000;127789000;-26904000;158427000;;;;;244408000;-52513000;;;-55155000;;200216000;;276641000;465945000
TA_delisted;133962;USD;2021;FY;2021-12-31;2022-02-23;2023-03-01;14254000;14254000;58191000;96507000;-8206000;7969000;;;;;154461000;-93326000;;;-93914000;;-2664000;;-7706000;52851000
TA_delisted;133962;USD;2022;FY;2022-12-31;2023-03-01;2023-03-01;14290000;14290000;164060000;109698000;17634000;-107728000;;;;;183664000;-184639000;;-109398000;-294085000;;-2813000;;-9687000;-119990000
TBCP;12444385;USD;2020;FY;2020-12-31;2021-02-16;2022-03-30;10907222;10907222;-29371;;;24371;;;;;-5000;;;;;;5000;25000;30000;25000
TBCP;12444385;USD;2021;FY;2021-12-31;2022-03-30;2023-03-31;48106096;48106096;72832;;;-108062;;;;;-35230;;;;-414000000;;-5000;;414346520;311290
TBCP;12444385;USD;2022;FY;2022-12-31;2023-03-31;2023-03-31;52752997;52752997;9386738;;-6366560;-4020999;;;;;-1000821;;;;407422456;;475000;-407052816;-406577816;-156181
TBI;108139;USD;2018;FY;2018-12-31;2019-02-22;2021-02-22;39985000;40275000;65754000;41049000;27143000;-8254000;;;;;125692000;-17054000;-4182000;-12155000;-20515000;;-38297000;-33315000;-75016000;28619000
TBI;108139;USD;2019;FY;2019-12-31;2020-02-24;2022-02-16;38778000;39179000;63073000;37549000;31927000;-39018000;;;;;93531000;-28119000;-9771000;;-21631000;;-42900000;-37497000;-82915000;-10079000
TBI;108139;USD;2020;FY;2020-12-31;2021-02-22;2023-02-15;35365000;35365000;-141841000;32031000;178320000;84021000;;;;;152531000;-27066000;9415000;;-34411000;;-37100000;-51424000;-92502000;26241000
TBI;108139;USD;2021;FY;2021-12-31;2022-02-16;2024-02-21;35365000;35365000;61634000;27556000;33666000;-102416000;;;;;20440000;-35006000;7290000;;-16220000;;;-15543000;-19126000;-15427000
TBI;108139;USD;2022;FY;2022-12-31;2023-02-15;2024-02-21;32889000;33447000;62273000;29273000;38864000;-9907000;;;;;120503000;-30626000;;;-20945000;;;-59959000;-64692000;32446000
TBIO;941303;USD;2018;FY;2018-12-31;2019-03-21;2019-03-21;26945508;26945508;-97395000;2841000;25442000;46979000;;;;;-22133000;-6580000;-78710000;;-85290000;;;278000;113623000;6200000
TBIO;941303;USD;2019;FY;2019-12-31;2020-03-12;2021-03-01;51445539;51445539;-113293000;4732000;29420000;-3021000;;;;;-82162000;-3537000;-14649000;;-18186000;;-589000;1512000;129654000;29306000
TBIO;941303;USD;2020;FY;2020-12-31;2021-03-01;2021-03-01;67520886;67520886;-53787000;9270000;66195000;214638000;;;;;236316000;-6477000;-208645000;;-215122000;;-681000;12764000;240129000;261323000
TBPH;7962668;USD;2018;FY;2018-12-31;2019-02-28;2021-02-26;53969000;53969000;-215524000;4481000;38747000;59429000;;;;;-112867000;-7223000;163931000;20000000;176708000;;233614000;1393000;225200000;289041000
TBPH;7962668;USD;2019;FY;2019-12-31;2020-02-27;2022-02-28;55610000;55610000;-236455000;6441000;37217000;-45400000;;;;;-238197000;-3171000;-84880000;5000000;-83051000;;-2152000;3142000;1291000;-319957000
TBPH;7962668;USD;2020;FY;2020-12-31;2021-02-26;2023-03-01;62345000;62345000;-294823000;4707000;65146000;-37777000;;;;;-250403000;-6552000;17273000;;10721000;;144653000;141276000;263085000;23403000
TBPH;7962668;USD;2021;FY;2021-12-31;2022-02-28;2023-03-01;69461000;69461000;-265071000;4802000;64043000;-39549000;;;;;-207858000;-3400000;127894000;;124494000;;-10730000;108185000;91860000;8496000
TBTC;263057;USD;2018;FY;2018-12-31;2019-03-28;2019-03-28;4473591;4490795;514965;45845;212940;-634962;;;;;138788;-50715;;;-50715;;-7779;-112240;-120019;-31946
TBTC;263057;USD;2019;FY;2019-12-31;2020-03-25;2021-03-31;4491135;4500027;805265;47952;34099;-832185;;;;;55131;-35445;;;-28445;;-2221;-51500;-53721;-27035
TBTC;263057;USD;2020;FY;2020-12-31;2021-03-31;2022-03-28;4486788;4497599;306893;43306;-593646;238154;;;;;-5293;;0;;0;;;;473400;468107
TBTC;263057;USD;2021;FY;2021-12-31;2022-03-28;2023-03-27;4486788;4486788;1710651;22964;-553186;1617215;;;;;2797644;;-57000;;-57000;0;;;473400;3214044
TBTC;263057;USD;2022;FY;2022-12-31;2023-03-27;2024-03-29;4522536;4583115;1624453;7879;646620;-2342830;;;;;-63878;0;;;0;-95112;;0;-95112;-158990
TCDA;9076171;USD;2018;FY;2018-12-31;2019-03-29;2021-02-26;22146192;22146192;-102808000;618000;5186000;2148000;;;;;-94856000;-855000;-147499000;;-148354000;;38429000;238467000;270608000;27398000
TCDA;9076171;USD;2019;FY;2019-12-31;2020-03-02;2021-02-26;47521237;47521237;-176813000;757000;25331000;21135000;;;;;-129590000;-1423000;-126075000;;-127498000;;18445000;220966000;238490000;-18598000
TCDA;9076171;USD;2020;FY;2020-12-31;2021-02-26;2022-03-29;50027735;50027735;-264791000;897000;37272000;-4565000;;;;;-231187000;-1605000;141882000;;140277000;;208176000;2017000;210193000;119283000
TCDA;9076171;USD;2021;FY;2021-12-31;2022-03-29;2022-03-29;57718979;57718979;-176566000;442000;42183000;-6115000;;;;;-140056000;-99000;64317000;;64218000;;-38000;42417000;-40906000;-116744000
TCI;7962954;USD;2018;FY;2018-12-31;2019-04-01;2021-03-26;8717767;8717767;183040000;30749000;-185058000;-203377000;;;;;-174646000;157885000;;;141084000;-900000;57942000;;51785000;18223000
TCI;7962954;USD;2019;FY;2019-12-31;2020-03-30;2022-03-29;8717767;8717767;-26137000;15585000;8276000;-19609000;;;;;-21885000;-8530000;;;-23460000;;30081000;;22041000;-23304000
TCI;7962954;USD;2020;FY;2020-12-31;2021-03-26;2023-03-23;8639316;8639316;7464000;18579000;-15444000;-532000;;;;;10067000;23477000;;;-4055000;;-1009000;;-2306000;3706000
TCMD;201913;USD;2018;FY;2018-12-31;2019-02-28;2021-02-23;18252689;19347632;6623000;3737000;4228000;-5581000;;;;;9007000;-4196000;-4680000;;-14726000;;;4229000;1850000;-3869000
TCMD;201913;USD;2019;FY;2019-12-31;2020-02-26;2022-02-23;18919007;19641143;10971000;3538000;2379000;-14378000;;;;;2510000;-5446000;3653000;;-2335000;;;5887000;2496000;2671000
TCMD;201913;USD;2020;FY;2020-12-31;2021-02-23;2023-02-21;19346929;19346929;-620000;2794000;10818000;-10198000;;;;;2794000;-2291000;22500000;;20179000;;;3966000;2112000;25085000
TCMD;201913;USD;2021;FY;2021-12-31;2022-02-23;2024-02-20;19790838;19790838;-11811000;3681000;18449000;-7688000;;;;;2631000;-2355000;;;-82184000;;55000000;6288000;59927000;-19626000
TCMD;201913;USD;2022;FY;2022-12-31;2023-02-21;2024-02-20;20067969;20067969;-17866000;6268000;17790000;-983000;;;;;5209000;-1909000;;;-6909000;;-6000000;1439000;-4600000;-6300000
TCNNF;2265760;USD;2019;FY;2019-12-31;2020-03-22;2022-03-30;113572379;118325724;53095000;13071000;3547000;-50640000;;;;;19073000;-74376000;;-19825000;-94672000;;121659000;;142982000;67383000
TCNNF;2265760;USD;2020;FY;2020-12-31;2021-03-23;2023-03-08;113572379;118325724;62998000;24142000;49554000;-37051000;;;;;99643000;-141041000;;-27923000;-174654000;;88795000;;129911000;54900000
TCNNF;2265760;USD;2021;FY;2021-12-31;2022-03-30;2024-02-29;139366940;146757286;17445000;72169000;8147000;-84863000;;;;;12898000;-241847000;;43453000;-215184000;;269281000;8024000;289232000;86946000
TCNNF;2265760;USD;2022;FY;2022-12-31;2023-03-08;2024-02-29;139366940;146757286;-252727000;174317000;157233000;-55727000;;;;;23096000;-174984000;;-25744000;-215057000;;154013000;19394000;177796000;-14165000
TCNT;658757;USD;2018;FY;2019-02-28;2019-06-22;2021-06-22;7100000;7100000;-29758;;;7700;;;;;-22058;;;;;;;;;-22058
TCNT;658757;USD;2019;FY;2020-02-29;2020-03-30;2021-06-30;7100000;7100000;-14038;;;-794;;;;;-14832;;;;;;;;;-14832
TCNT;658757;USD;2020;FY;2021-02-28;2021-03-30;2021-06-30;7100000;7100000;-6846;;;191;;;;;-6655;;;;;;;;15000;8345
TCO;998405;USD;2018;FY;2018-12-31;2019-02-28;2020-02-27;60994444;61277715;115742000;179275000;13194000;-14379000;;;;;293832000;-288594000;54703000;;-230207000;-182996000;181142000;-2396000;-79786000;-21475000
TCO;998405;USD;2019;FY;2019-12-31;2020-02-27;2020-02-27;61181983;62238439;330374000;188407000;-241500000;-3508000;;;;;273773000;88991000;52077000;;148290000;-188358000;-182479000;-816000;-460359000;-39511000
TCPC;10656426;USD;2020;FY;2020-12-31;2021-02-24;2023-03-31;57991233;57991233;8697956;235160;1263267;-954843;;;;;9241540;300;;;7259730;;-7900001;;-17273806;-772536
TCPC;10656426;USD;2021;FY;2021-12-31;2022-02-24;2024-02-29;57767264;57767264;;;-66615406;-16971116;;;;;-83586522;;;;;-69320716;156866873;;83132215;-454307
TCPC;10656426;USD;2022;FY;2022-12-31;2023-02-28;2024-02-29;57767264;57767264;;;225535598;-19984129;;;;;205551469;;;;;-70476062;-72192509;;-142668571;62882898
TCRR;11034194;USD;2018;FY;2018-12-31;2019-02-09;2020-03-30;23189901;23189901;-24251000;419000;1853000;3241000;;;;;-18738000;-1019000;-75320000;;-76339000;;;124930000;122940000;27863000
TCRR;11034194;USD;2019;FY;2019-12-31;2020-03-30;2021-03-16;21104195;21104195;-47599000;862000;6477000;-1099000;;;;;-41359000;-3879000;-16536000;;-20415000;;;79523000;79523000;17749000
TCRR;11034194;USD;2020;FY;2020-12-31;2021-03-16;2022-03-22;27990564;27990564;-67124000;1592000;7921000;872000;;;;;-56739000;-7164000;-41771000;;-48935000;;;134760000;134699000;29025000
TCRR;11034194;USD;2021;FY;2021-12-31;2022-03-22;2023-03-23;37935554;37935554;-99807000;2827000;16161000;-784000;;;;;-81603000;-11098000;89896000;;78447000;;;132547000;132138000;128982000
TCRR;11034194;USD;2022;FY;2022-12-31;2023-03-23;2023-03-23;38628105;38628105;-151822000;3046000;37735000;9580000;;;;;-101461000;-15122000;-73034000;;-88486000;;;256000;125000;-189822000
TCRT;795980;USD;2018;FY;2018-12-31;2019-03-05;2021-03-01;9572029;9585468;-53117000;575000;7376000;-4291000;;;;;-49457000;-459000;;;-459000;;;-1382000;40311000;-9605000
TCRT;795980;USD;2019;FY;2019-12-31;2020-03-02;2021-03-01;11202406;11202406;-117796000;629000;68092000;8221000;;;;;-40854000;-284000;;;-284000;;;59150000;59150000;18012000
TCRT;795980;USD;2020;FY;2020-12-31;2021-03-01;2022-03-30;13982752;13982752;-79976000;1128000;6829000;15006000;;;;;-57013000;-9778000;;;-9778000;;;102119000;102119000;35328000
TCRT;795980;USD;2021;FY;2021-12-31;2022-03-30;2023-03-07;14317978;14317978;-78751000;2597000;11545000;3141000;;;;;-61468000;-3323000;;;-3323000;;25000000;1036000;25776000;-39015000
